abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
251,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,5120,70,385,26,290,75,1000000,1.2,90,54,370,50.0,108,60,75,30,13,1,65.5,1,0
202,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,65,5120,70,340,14,381,95,1000000,0.6,40,139,346,50.0,109,60,45,35,14,1,1.0,1,0
202,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,90,5120,70,490,29,381,120,1000000,1.2,65,453,769,50.0,110,85,70,60,14,1,9.5,1,0
204,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,85,5120,70,345,2,481,95,1250000,1.0,80,668,562,50.0,111,30,30,25,11,17,115.0,1,0
204,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,130,5120,70,485,29,151,120,1250000,1.9,105,667,561,50.0,112,45,45,40,11,17,120.0,1,0
231,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,10240,140,450,23,155,5,800000,1.1,250,421,92,0.0,113,35,105,50,13,1,34.6,1,0
34,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,55,5120,70,435,26,556,115,1000000,1.0,65,490,686,50.0,114,100,40,60,10,1,35.0,1,0
77,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,5120,70,590,26,365,100,1000000,2.2,105,218,334,0.0,115,60,100,100,13,1,80.0,1,0
427,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,40,5120,70,295,18,148,70,1000000,0.4,30,699,310,50.0,116,70,25,60,18,1,8.0,1,0
267,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,440,32,148,95,1000000,1.2,55,654,591,50.0,117,95,45,85,18,1,25.0,1,0
430,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,67,5120,70,320,18,216,60,1000000,0.6,45,715,259,50.0,118,35,50,63,18,1,15.0,1,0
430,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92,5120,70,450,29,216,65,1000000,1.3,80,32,592,50.0,119,65,80,68,18,1,39.0,1,0
140,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,45,5120,70,340,18,494,55,1250000,0.8,30,287,662,50.0,120,70,55,85,18,1,34.5,1,0
140,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,5120,70,520,29,347,85,1250000,1.1,60,681,661,50.0,121,100,85,115,18,16,80.0,1,0
360,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,45,6400,70,460,26,29,65,1000000,1.3,40,46,451,50.0,122,100,120,90,15,6,54.5,1,0
412,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,110,6400,70,500,26,318,80,1000000,1.5,70,682,590,50.0,123,55,80,105,1,9,56.0,1,0
236,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,50,6400,70,455,26,242,35,1000000,1.4,65,640,329,0.0,124,115,95,95,12,16,40.6,1,0
375,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,83,6400,70,490,26,160,57,1000000,1.1,65,167,192,75.4,125,95,85,105,4,1,30.0,1,0
87,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95,6400,70,495,26,486,57,1000000,1.3,65,63,401,75.4,126,100,85,93,7,1,44.5,1,0
131,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,155,6400,70,600,26,490,120,1250000,1.5,65,330,517,50.0,127,65,90,105,1,1,55.0,1,0
158,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,5120,70,490,26,570,95,1250000,1.4,75,354,692,100.0,128,40,70,110,13,1,88.4,1,0
424,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,10,1280,70,200,21,183,55,1250000,0.9,20,375,400,50.0,129,15,20,80,18,1,10.0,1,0
162,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,155,1280,70,640,26,16,109,1250000,6.5,95,256,286,50.0,130,70,130,81,18,9,235.0,1,0
474,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,85,10240,70,535,26,538,80,1250000,2.5,130,407,360,50.0,131,85,95,60,18,13,220.0,1,0
206,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48,5120,70,288,25,537,48,1000000,0.3,48,466,162,50.0,132,48,48,48,13,1,4.0,1,0
310,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,8960,70,325,26,170,50,1000000,0.3,55,164,190,88.1,133,45,65,55,13,1,6.5,1,0
473,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,8960,70,525,26,71,60,1000000,1.0,130,665,741,88.1,134,110,95,65,18,1,29.0,1,0
468,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,65,8960,70,525,26,293,60,1000000,0.8,65,705,326,88.1,135,110,95,130,4,1,24.5,1,0
91,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,130,8960,70,525,26,187,60,1000000,0.9,65,66,219,88.1,136,95,110,65,7,1,25.0,1,0
457,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,5120,70,395,26,557,70,1000000,0.8,65,605,527,50.0,137,85,75,40,13,1,36.5,1,0
426,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,40,7680,70,355,26,484,100,1000000,0.4,35,559,480,88.1,138,90,55,35,16,19,7.5,1,0
426,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,60,7680,70,495,26,484,125,1000000,1.0,70,560,481,88.1,139,115,70,55,16,19,35.0,1,0
417,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,80,7680,70,355,26,457,90,1000000,0.5,30,326,330,88.1,140,55,45,55,16,19,11.5,1,0
417,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,115,7680,70,495,26,457,105,1000000,1.3,60,325,331,88.1,141,65,70,80,16,19,40.5,1,0
303,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,135,8960,70,615,26,198,85,1250000,1.8,80,610,6,88.1,142,70,95,150,16,9,59.0,1,0
143,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,10240,70,540,20,466,65,1250000,2.1,160,323,641,88.1,143,65,110,30,13,1,460.0,1,0
281,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,85,20480,35,580,22,201,100,1250000,1.7,90,194,27,50.0,144,95,125,85,12,9,55.4,1,1
282,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,90,20480,35,580,22,160,85,1250000,1.6,90,706,793,50.0,145,125,90,100,4,9,52.6,1,1
274,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,100,20480,35,580,22,187,90,1250000,2.0,90,184,447,50.0,146,125,85,90,7,9,60.0,1,1
337,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,64,10240,35,300,26,148,45,1250000,1.8,41,479,172,50.0,147,50,50,50,3,1,3.3,1,0
337,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,84,10240,35,420,26,148,65,1250000,4.0,61,261,168,50.0,148,70,70,70,3,1,16.5,1,0
150,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,134,10240,35,600,26,148,95,1250000,2.2,91,332,169,50.0,149,100,100,80,3,9,210.0,1,0
287,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,150,30720,0,780,22,211,70,1250000,2.0,106,469,434,50.0,150,194,120,140,15,1,122.0,1,1
437,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,100,30720,100,600,26,351,100,1059860,0.4,100,470,433,50.0,151,100,100,100,15,1,4.0,1,1
246,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,49,5120,70,318,26,287,65,1059860,0.9,45,88,102,88.1,152,49,65,45,10,1,6.4,2,0
246,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,62,5120,70,405,26,287,80,1059860,1.2,60,49,42,88.1,153,63,80,60,10,1,15.8,2,0
246,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,82,5120,70,525,26,234,100,1059860,1.8,80,457,425,88.1,154,83,100,80,10,1,100.5,2,0
17,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,52,5120,70,309,26,179,43,1059860,0.5,39,284,141,88.1,155,60,50,65,7,1,7.9,2,0
17,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,64,5120,70,405,26,558,58,1059860,0.9,58,433,542,88.1,156,80,65,80,7,1,19.0,2,0
17,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,84,5120,70,534,26,558,78,1059860,1.7,78,36,728,88.1,157,109,85,100,7,1,79.5,2,0
454,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,314,26,42,64,1059860,0.6,50,750,711,88.1,158,44,48,43,18,1,9.5,2,0
454,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,5120,70,405,26,42,80,1059860,1.1,65,13,135,88.1,159,59,63,58,18,1,25.0,2,0
454,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,530,26,42,100,1059860,2.3,85,570,213,88.1,160,79,83,78,18,1,88.8,2,0
315,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46,3840,70,215,21,433,34,1000000,0.8,35,572,597,50.0,161,35,45,20,13,1,6.0,2,0
315,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,76,3840,70,415,34,302,64,1000000,1.8,85,569,235,50.0,162,45,55,90,13,1,32.5,2,0
155,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,30,3840,70,262,21,361,30,1000000,0.7,60,294,308,50.0,163,36,56,50,13,9,21.2,2,0
155,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50,3840,70,452,34,361,50,1000000,1.6,100,780,472,50.0,164,86,96,70,13,9,40.8,2,0
403,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,20,3840,70,265,21,184,30,800000,1.0,40,626,368,50.0,165,40,80,55,1,9,10.8,2,0
402,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,35,3840,70,390,34,184,50,800000,1.4,55,625,367,50.0,166,55,110,85,1,9,35.6,2,0
406,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,60,3840,70,250,21,498,40,800000,0.5,40,304,651,50.0,167,40,40,30,1,15,8.5,2,0
406,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,90,3840,70,400,34,303,70,800000,1.1,70,27,23,50.0,168,60,70,40,1,15,33.5,2,0
148,0.25,1.0,1.0,2.0,0.5,0.25,1.0,1.0,1.0,0.25,0.0,2.0,1.0,0.5,2.0,2.0,1.0,1.0,90,3840,70,535,34,31,80,1000000,1.8,85,109,134,50.0,169,70,80,130,14,9,75.0,2,0
467,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,38,5120,70,330,14,4,38,1250000,0.5,75,94,105,50.0,170,56,56,67,18,5,12.0,2,0
467,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,58,5120,70,460,32,292,58,1250000,1.2,125,406,359,50.0,171,76,76,67,18,5,22.5,2,0
371,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,2560,70,205,14,527,15,1000000,0.3,20,590,507,50.0,172,35,35,60,4,1,2.0,2,0
59,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,25,2560,140,218,9,492,28,800000,0.3,50,616,114,24.6,173,45,55,15,5,1,3.0,2,0
56,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,30,2560,70,210,12,27,15,800000,0.3,90,613,316,24.6,174,40,20,15,13,6,1.0,2,0
122,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20,2560,70,245,14,480,65,800000,0.3,35,712,704,88.1,175,40,65,20,5,1,1.5,2,0
122,0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,40,2560,70,405,32,227,85,800000,0.6,55,709,705,88.1,176,80,105,40,5,9,3.2,2,0
432,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,50,5120,70,320,14,297,45,1000000,0.2,40,514,460,50.0,177,70,45,70,15,9,2.0,2,0
432,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,75,5120,70,470,32,348,70,1000000,1.5,65,513,784,50.0,178,95,70,95,15,9,15.0,2,0
374,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,5120,70,280,19,583,40,1059860,0.6,55,464,417,50.0,179,65,45,35,4,1,7.8,2,0
374,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55,5120,70,365,2,583,55,1059860,0.8,70,488,217,50.0,180,80,60,45,4,1,13.3,2,0
374,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,95,5120,70,610,26,292,105,1059860,1.4,90,124,15,50.0,181,165,110,45,4,1,61.5,2,0
32,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,80,5120,70,490,26,191,95,1059860,0.4,75,365,48,50.0,182,90,100,50,10,1,5.8,2,0
442,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,20,2560,70,250,14,8,50,800000,0.4,70,447,418,50.0,183,20,50,40,18,6,8.5,2,0
442,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,50,2560,70,420,32,9,80,800000,0.8,100,446,33,50.0,184,60,80,50,18,6,28.5,2,0
392,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,100,5120,70,410,30,251,115,1000000,1.2,70,735,669,50.0,185,30,65,30,16,1,38.0,2,0
471,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,5120,70,500,26,204,75,1059860,1.1,90,549,520,50.0,186,90,100,70,18,1,33.9,2,0
33,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,35,5120,70,250,21,118,40,1059860,0.4,35,262,309,50.0,187,35,55,50,10,9,0.5,2,0
33,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,45,5120,70,340,2,118,50,1059860,0.6,55,601,624,50.0,188,45,65,80,10,9,1.0,2,0
33,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,55,5120,70,460,26,118,70,1059860,0.8,75,756,328,50.0,189,55,95,110,10,9,3.0,2,0
317,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,5120,70,360,26,306,55,800000,0.8,55,166,8,50.0,190,40,55,85,13,1,11.5,2,0
38,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,30,5120,70,180,19,449,30,1059860,0.3,30,281,672,50.0,191,30,30,30,10,1,1.8,2,0
38,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75,5120,70,425,2,502,55,1059860,0.8,75,359,671,50.0,192,105,85,30,10,1,8.5,2,0
364,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,65,5120,70,390,32,100,45,1000000,1.2,65,771,788,50.0,193,75,45,95,1,9,38.0,2,0
65,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,45,5120,70,210,21,561,45,1000000,0.4,55,732,780,50.0,194,25,25,15,18,12,8.5,2,0
65,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85,5120,70,430,34,561,85,1000000,1.4,95,538,541,50.0,195,65,65,35,18,12,75.0,2,0
435,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,65,8960,70,525,26,502,60,1000000,0.9,65,165,203,88.1,196,130,95,110,15,1,26.5,2,0
434,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,65,8960,35,525,26,338,110,1000000,1.0,95,59,733,88.1,197,60,130,65,2,1,27.0,2,0
157,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,85,5120,35,405,23,128,42,1059860,0.5,60,766,458,50.0,198,85,42,91,2,9,2.1,2,0
238,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,5120,70,490,31,418,80,1000000,2.0,95,762,633,50.0,199,100,110,30,18,16,79.5,2,0
202,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,6400,35,435,26,435,60,800000,0.7,60,502,445,50.0,200,85,85,85,9,1,1.0,2,0
202,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,72,10240,70,336,18,510,48,1000000,0.5,48,731,735,50.0,201,72,48,48,15,1,5.0,2,0
334,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,33,5120,70,405,26,366,58,1000000,1.3,190,679,778,50.0,202,33,58,33,15,1,28.5,2,0
146,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,80,5120,70,455,29,304,65,1000000,1.5,70,367,249,50.0,203,90,65,85,13,16,41.5,2,0
390,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,65,5120,70,290,14,23,90,1000000,0.6,50,392,516,50.0,204,35,35,15,1,1,7.2,2,0
390,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,90,5120,70,465,32,23,140,1000000,1.2,75,192,228,50.0,205,60,60,40,1,18,125.8,2,0
331,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,5120,70,415,14,280,70,1000000,1.5,100,529,180,50.0,206,65,65,45,13,1,14.0,2,0
132,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,75,5120,70,430,29,194,105,1059860,1.1,65,232,254,50.0,207,35,65,85,11,9,64.8,2,0
306,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,125,6400,70,610,20,262,230,1000000,9.2,75,258,663,50.0,208,55,95,30,17,12,400.0,2,0
166,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,80,5120,70,300,14,173,50,800000,0.6,60,71,644,24.6,209,40,40,30,5,1,7.8,2,0
164,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,120,5120,70,450,32,173,75,800000,1.4,90,252,272,24.6,210,60,60,45,5,1,48.7,2,0
269,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,95,5120,70,440,26,27,85,1000000,0.5,65,267,544,50.0,211,55,55,85,18,15,3.9,2,0
411,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,150,6400,70,600,20,371,140,1000000,1.8,70,268,586,50.0,212,65,100,75,1,18,118.0,2,0
387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,10,5120,70,505,14,335,230,1059860,0.6,20,720,614,50.0,213,10,230,5,1,17,20.5,2,0
404,0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,185,6400,70,600,26,461,115,1250000,1.5,80,276,297,50.0,214,40,105,75,1,7,54.0,2,0
149,2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,95,5120,35,430,29,453,55,1059860,0.9,55,551,639,50.0,215,35,75,115,2,13,28.0,2,0
